filename,sentence,paragraph_index,year,date,paragraphs,num_char_sentence,total_chars
C:/Modeling/ETA/Chile/bcch_comunicado_101231_en.pdf,"Beyond these  fluctuations, however, inflationary perspectives for the projection horizon standard in the  setting of monetary policy remain in line with the midpoint of the target range.",2.0,2003,08/05/2003,5.0,187.0,1349.0
C:/Modeling/ETA/Chile/bcch_comunicado_101231_en.pdf,"  The latest indicators on economic performance confirm that the domestic economy is  undergoing a phase of higher growth, consistent with the strong monetary stimulus that has  been in place for some quarters.",3.0,2003,08/05/2003,5.0,210.0,1349.0
C:/Modeling/ETA/Chile/bcch_comunicado_101231_en.pdf,"However, doubts persist on the future path of world  economy, particularly in developed countries.",3.0,2003,08/05/2003,5.0,98.0,1349.0
C:/Modeling/ETA/Chile/bcch_comunicado_101231_en.pdf,  The Central Bank of Chile reiterates that it will continue to conduct monetary policy with  the necessary flexibility to address any projected inflation deviations in either direction  from the specified target inflation rate.,4.0,2003,08/05/2003,5.0,228.0,1349.0
C:/Modeling/ETA/Chile/bcch_comunicado_101231_en.pdf,"     In case of any discrepancy or difference of interpretation, the Spanish  original prevails.",5.0,2003,08/05/2003,5.0,96.0,1349.0
,,,,,,,
C:/Modeling/ETA/Chile/bcch_comunicado_101232_en.pdf,"THE CENTRAL BANK OF CHILE  Press Release*  Monthly Monetary Policy Meeting  April 8, 2003    At its monthly monetary policy meeting, the Board of the Central Bank  of Chile decided, by unanimous vote, to maintain the monetary policy  interest rate at 2.75% (annual).",1.0,2003,08/04/2003,5.0,266.0,1431.0
C:/Modeling/ETA/Chile/bcch_comunicado_101232_en.pdf,"  The developments of the past weeks, particularly the decline in the price  of oil and its derivatives, suggest that the increase in inflation of the  past few months is essentially transitory.",2.0,2003,08/04/2003,5.0,194.0,1431.0
C:/Modeling/ETA/Chile/bcch_comunicado_101232_en.pdf,"Insofar as this scenario of  reduced oil prices remains, inflation can be expected to be shortly within  the band.",2.0,2003,08/04/2003,5.0,114.0,1431.0
C:/Modeling/ETA/Chile/bcch_comunicado_101232_en.pdf,"Underlying price pressures continue within the forecast  margin, while inflation perspectives for the projection horizon remain in  line with the target.",2.0,2003,08/04/2003,5.0,153.0,1431.0
C:/Modeling/ETA/Chile/bcch_comunicado_101232_en.pdf,  News from the real sector continues to be varied.,3.0,2003,08/04/2003,5.0,51.0,1431.0
C:/Modeling/ETA/Chile/bcch_comunicado_101232_en.pdf,"In the international  front, beyond the uncertainties associated with the war in Iraq, doubts  exist about the pace of the world economy’s recovery.",3.0,2003,08/04/2003,5.0,148.0,1431.0
C:/Modeling/ETA/Chile/bcch_comunicado_101232_en.pdf,"Domestically,  output and employment are consistent with the perspective of increased  growth, although the dynamism of some domestic demand indicators  has toned down in the margin.",3.0,2003,08/04/2003,5.0,182.0,1431.0
C:/Modeling/ETA/Chile/bcch_comunicado_101232_en.pdf,  The Central Bank of Chile reiterates that it will continue to conduct  monetary policy with the necessary flexibility to address any projected  inflation deviations in either direction from the specified target inflation  rate.,4.0,2003,08/04/2003,5.0,229.0,1431.0
C:/Modeling/ETA/Chile/bcch_comunicado_101232_en.pdf,"   In case of any discrepancy or difference of interpretation, the Spanish  original prevails.",5.0,2003,08/04/2003,5.0,94.0,1431.0
,,,,,,,
C:/Modeling/ETA/Chile/bcch_comunicado_101233_en.pdf,"Santiago, December 10, 2002    Press Release    At its monthly monetary policy meeting, the Board of the Central Bank decided to keep the  monetary policy interest rate at an annual 3% and leave liquidity credit lines unchanged at  the levels prevailing since the previous meeting.",1.0,2002,10/12/2002,4.0,281.0,1239.0
C:/Modeling/ETA/Chile/bcch_comunicado_101233_en.pdf,"  Inflation, albeit with some ups and downs, still remains around the mid-range target thanks  to changes in oil price, exchange rate and prices of some perishable goods.",2.0,2002,10/12/2002,4.0,170.0,1239.0
C:/Modeling/ETA/Chile/bcch_comunicado_101233_en.pdf,Underlying  inflation (CPIX) has fallen close to the floor of the range.,2.0,2002,10/12/2002,4.0,72.0,1239.0
C:/Modeling/ETA/Chile/bcch_comunicado_101233_en.pdf,Inflationary trends are controlled  within the target range although they are below previous forecasts.,2.0,2002,10/12/2002,4.0,103.0,1239.0
C:/Modeling/ETA/Chile/bcch_comunicado_101233_en.pdf,Expectations of inflation  have also been revised downwards.,2.0,2002,10/12/2002,4.0,60.0,1239.0
C:/Modeling/ETA/Chile/bcch_comunicado_101233_en.pdf,  There are still threats hovering over the world economy as well as specific threats to various  individual countries.,3.0,2002,10/12/2002,4.0,119.0,1239.0
C:/Modeling/ETA/Chile/bcch_comunicado_101233_en.pdf,"At the same time, there are slight indications that domestic private  consumption could be stirring, thanks to more favorable loan facilities and a better outlook  for the labor market.",3.0,2002,10/12/2002,4.0,185.0,1239.0
C:/Modeling/ETA/Chile/bcch_comunicado_101233_en.pdf,"However, the sluggish performance of some natural resources sectors  is expected to continue for a few more quarters.",3.0,2002,10/12/2002,4.0,117.0,1239.0
C:/Modeling/ETA/Chile/bcch_comunicado_101233_en.pdf,  The Central Bank reiterates its commitment to a flexible use of monetary policy to avoid  deviations from the inflationary target.,4.0,2002,10/12/2002,4.0,132.0,1239.0
,,,,,,,
C:/Modeling/ETA/Chile/bcch_comunicado_101234_en.pdf,"Santiago, November 7, 2002    Press Release    At its monthly monetary policy meeting, the Board of the Central Bank decided to keep the  monetary policy interest rate at an annual 3% and leave liquidity credit lines unchanged at  the levels prevailing since the previous meeting.",1.0,2002,07/11/2002,5.0,280.0,1221.0
C:/Modeling/ETA/Chile/bcch_comunicado_101234_en.pdf,  Data gathered in recent weeks does not basically modify the world growth scenario nor the  main commodity prices given in the latest Monetary Policy Report for this year and for next.,2.0,2002,07/11/2002,5.0,185.0,1221.0
C:/Modeling/ETA/Chile/bcch_comunicado_101234_en.pdf,"Moreover, risk of conflicts related to the Middle East situation persist and there is greater  caution with respect to the strength of the industrialized world’s recovery.",3.0,2002,07/11/2002,5.0,171.0,1221.0
C:/Modeling/ETA/Chile/bcch_comunicado_101234_en.pdf,Uncertainty in  regional financial markets has lessened in recent weeks.,3.0,2002,07/11/2002,5.0,72.0,1221.0
C:/Modeling/ETA/Chile/bcch_comunicado_101234_en.pdf,"  On the domestic front, some natural resources sectors are less active than was foreseen and  this could mean that output growth in the second half will be less than forecast.",4.0,2002,07/11/2002,5.0,176.0,1221.0
C:/Modeling/ETA/Chile/bcch_comunicado_101234_en.pdf,Inflation has  risen to 3% and could be higher at the beginning of next year.,4.0,2002,07/11/2002,5.0,77.0,1221.0
C:/Modeling/ETA/Chile/bcch_comunicado_101234_en.pdf,"However, underlying  inflation remains controlled so the medium-term inflation outlook stays in line with the mid- range target.",4.0,2002,07/11/2002,5.0,128.0,1221.0
C:/Modeling/ETA/Chile/bcch_comunicado_101234_en.pdf,  The Central Bank reiterates its commitment to a flexible use of monetary policy to avoid  deviations from the inflationary target.,5.0,2002,07/11/2002,5.0,132.0,1221.0
,,,,,,,
C:/Modeling/ETA/Chile/bcch_comunicado_101235_en.pdf,"Santiago, October 8, 2002    Press Release    At its monthly monetary policy meeting held today, the Board of the Central Bank decided  to keep the monetary policy interest rate at an annual 3% and leave liquidity credit lines  unchanged at the levels prevailing since the previous meeting.",1.0,2002,08/10/2002,4.0,290.0,935.0
C:/Modeling/ETA/Chile/bcch_comunicado_101235_en.pdf,  The scenario for world economic growth has not changed in recent weeks but the risk of  worse scenarios has heightened and regional financial markets are yet more volatile as can  be seen particularly in the pressures on various currencies.,2.0,2002,08/10/2002,4.0,242.0,935.0
C:/Modeling/ETA/Chile/bcch_comunicado_101235_en.pdf,  The domestic economic scenario is in general coherent with the growth perspectives  described in the the latest Monetary Policy Report.,3.0,2002,08/10/2002,4.0,137.0,935.0
C:/Modeling/ETA/Chile/bcch_comunicado_101235_en.pdf,The medium-term inflation outlook  remains close to the mid-range target although in the short term there could be bigger  variations.,3.0,2002,08/10/2002,4.0,134.0,935.0
C:/Modeling/ETA/Chile/bcch_comunicado_101235_en.pdf,  The Central Bank reiterates its commitment to a flexible use of monetary policy to avoid  deviations from the inflationary target.,4.0,2002,08/10/2002,4.0,132.0,935.0
,,,,,,,
C:/Modeling/ETA/Chile/bcch_comunicado_101236_en.pdf,"Santiago, September 5, 2002    Press Release    At its monthly monetary policy meeting held today, the Board of the Central Bank decided  to keep the monetary policy interest rate at an annual 3% and leave liquidity credit lines  unchanged at the levels prevailing since the previous meeting.",1.0,2002,05/09/2002,6.0,292.0,1381.0
C:/Modeling/ETA/Chile/bcch_comunicado_101236_en.pdf,"  The Board considers that the current expansive monetary policy, which is already gradually  making itself felt, is coherent with the expected trend of inflation converging towards the  mid-range target within the usual projection horizon.",2.0,2002,05/09/2002,6.0,240.0,1381.0
C:/Modeling/ETA/Chile/bcch_comunicado_101236_en.pdf,Data gathered since the previous  meeting confirm the marked deterioration in the growth outlook for Chile’s trading partners.,2.0,2002,05/09/2002,6.0,126.0,1381.0
C:/Modeling/ETA/Chile/bcch_comunicado_101236_en.pdf,"International financial markets are highly volatile, heightening uncertainty particularly with  regard to the countries of this region.",3.0,2002,05/09/2002,6.0,135.0,1381.0
C:/Modeling/ETA/Chile/bcch_comunicado_101236_en.pdf,"  The outlook for the domestic economy, evaluated in the previous meeting, is still the same.",4.0,2002,05/09/2002,6.0,93.0,1381.0
C:/Modeling/ETA/Chile/bcch_comunicado_101236_en.pdf,"Chilean financial markets, known for their solvency and low risk, continue the process of  transfering interest rate cuts towards different instruments.",5.0,2002,05/09/2002,6.0,152.0,1381.0
C:/Modeling/ETA/Chile/bcch_comunicado_101236_en.pdf,"Underlying inflation is  controlled, largely as a result of using spare installed capacity, and with some ups and  downs, inflation should come towards the centre of the target range during the next few  months.",5.0,2002,05/09/2002,6.0,211.0,1381.0
C:/Modeling/ETA/Chile/bcch_comunicado_101236_en.pdf,  The Central Bank reiterates its commitment to a flexible use of monetary policy to avoid  deviations from the inflationary target.,6.0,2002,05/09/2002,6.0,132.0,1381.0
,,,,,,,
